-118.15,34.07,0.72478,0.99097,2.21E+06,7.148,2.56E+07,1.09E+06,1.70E+06,0.58684,0.493,0.01609
-119.36,34.016,0.21547,0.65973,2.21E+06,7.148,2.56E+07,1.09E+06,1.70E+06,0.58684,0.493,0.0041269
-117.95,33.817,0.57676,0.72624,2.21E+06,7.148,2.56E+07,1.09E+06,1.70E+06,0.58684,0.493,0.019946
-118.2,34.58,0.30789,0.43321,2.21E+06,7.148,2.56E+07,1.09E+06,1.70E+06,0.58684,0.493,0.0053217
-118.36,34.758,0.25117,0.4513,2.21E+06,7.148,2.56E+07,1.09E+06,1.70E+06,0.58684,0.493,0.0039502
-118.06,34.127,0.49337,0.89103,2.21E+06,7.148,2.56E+07,1.09E+06,1.70E+06,0.58684,0.493,0.015939
-118.04,34.13,0.46011,0.89237,2.21E+06,7.148,2.56E+07,1.09E+06,1.70E+06,0.58684,0.493,0.01154
-118.44,34.236,1.1697,3.3844,2.21E+06,7.148,2.56E+07,1.09E+06,1.70E+06,0.58684,0.493,0.051705
-117.97,34.1,0.26083,0.95082,2.21E+06,7.148,2.56E+07,1.09E+06,1.70E+06,0.58684,0.493,0.0053645
-118.16,33.965,0.71842,0.99589,2.21E+06,7.148,2.56E+07,1.09E+06,1.70E+06,0.58684,0.493,0.014724
-118.41,34.127,0.21328,6.0894,2.21E+06,7.148,2.56E+07,1.09E+06,1.70E+06,0.58684,0.493,0.043145
-118.44,34.132,0.85313,4.3486,2.21E+06,7.148,2.56E+07,1.09E+06,1.70E+06,0.58684,0.493,0.079055
-118.22,34.286,0.21667,1.6504,2.21E+06,7.148,2.56E+07,1.09E+06,1.70E+06,0.58684,0.493,0.011417
-117.9,33.916,0.49939,0.9571,2.21E+06,7.148,2.56E+07,1.09E+06,1.70E+06,0.58684,0.493,0.017676
-118.02,33.847,0.47616,1.4658,2.21E+06,7.148,2.56E+07,1.09E+06,1.70E+06,0.58684,0.493,0.021415
-118.3,34.204,0.63984,1.0945,2.21E+06,7.148,2.56E+07,1.09E+06,1.70E+06,0.58684,0.493,0.01988
-119.08,34.208,0.80294,1.223,2.21E+06,7.148,2.56E+07,1.09E+06,1.70E+06,0.58684,0.493,0.035729
-118.61,34.212,0.60221,3.5072,2.21E+06,7.148,2.56E+07,1.09E+06,1.70E+06,0.58684,0.493,0.058727
-118.43,34.419,0.56861,3.9582,2.21E+06,7.148,2.56E+07,1.09E+06,1.70E+06,0.58684,0.493,0.081391
-118.27,33.812,0.44511,0.95354,2.21E+06,7.148,2.56E+07,1.09E+06,1.70E+06,0.58684,0.493,0.013457
-118.24,33.836,0.59348,0.89683,2.21E+06,7.148,2.56E+07,1.09E+06,1.70E+06,0.58684,0.493,0.019771
-118.64,34.564,0.8188,5.5736,2.21E+06,7.148,2.56E+07,1.09E+06,1.70E+06,0.58684,0.493,0.06545
-118.2,33.899,0.59348,0.87629,2.21E+06,7.148,2.56E+07,1.09E+06,1.70E+06,0.58684,0.493,0.02061
-117.87,34.078,0.38632,0.73141,2.21E+06,7.148,2.56E+07,1.09E+06,1.70E+06,0.58684,0.493,0.014695
-117.92,34.087,0.36239,1.0272,2.21E+06,7.148,2.56E+07,1.09E+06,1.70E+06,0.58684,0.493,0.0093677
-118.14,33.92,0.36239,1.3992,2.21E+06,7.148,2.56E+07,1.09E+06,1.70E+06,0.58684,0.493,0.023255
-118.17,33.924,0.67115,1.5523,2.21E+06,7.148,2.56E+07,1.09E+06,1.70E+06,0.58684,0.493,0.032302
-117.94,34.15,0.25435,0.78004,2.21E+06,7.148,2.56E+07,1.09E+06,1.70E+06,0.58684,0.493,0.0083382
-118.02,34.093,1.7804,1.2327,2.21E+06,7.148,2.56E+07,1.09E+06,1.70E+06,0.58684,0.493,0.016316
-118.39,34.662,0.3126,1.5188,2.21E+06,7.148,2.56E+07,1.09E+06,1.70E+06,0.58684,0.493,0.017465
-117.71,33.869,0.38262,1.022,2.21E+06,7.148,2.56E+07,1.09E+06,1.70E+06,0.58684,0.493,0.018065
-118.01,33.79,0.6825,1.02,2.21E+06,7.148,2.56E+07,1.09E+06,1.70E+06,0.58684,0.493,0.015508
-118.23,34.2,0.51187,3.5831,2.21E+06,7.148,2.56E+07,1.09E+06,1.70E+06,0.58684,0.493,0.024245
-117.88,34.137,0.71842,0.45454,2.21E+06,7.148,2.56E+07,1.09E+06,1.70E+06,0.58684,0.493,0.0064969
-117.94,33.99,0.455,0.72495,2.21E+06,7.148,2.56E+07,1.09E+06,1.70E+06,0.58684,0.493,0.010481
-117.02,33.731,0.63008,0.62577,2.21E+06,7.148,2.56E+07,1.09E+06,1.70E+06,0.58684,0.493,0.015435
-118.36,34.088,1.1068,1.3325,2.21E+06,7.148,2.56E+07,1.09E+06,1.70E+06,0.58684,0.493,0.024131
-118.04,33.727,0.47616,0.87144,2.21E+06,7.148,2.56E+07,1.09E+06,1.70E+06,0.58684,0.493,0.008821
-118,33.662,0.87128,0.88916,2.21E+06,7.148,2.56E+07,1.09E+06,1.70E+06,0.58684,0.493,0.010455
-118.28,33.905,0.46,0.88973,2.21E+06,7.148,2.56E+07,1.09E+06,1.70E+06,0.58684,0.493,0.012052
-118.5,34.312,0.97512,4.0261,2.21E+06,7.148,2.56E+07,1.09E+06,1.70E+06,0.58684,0.493,0.052357
-118.5,34.313,0.35004,5.6018,2.21E+06,7.148,2.56E+07,1.09E+06,1.70E+06,0.58684,0.493,0.055372
-118.26,33.929,0.24082,2.0435,2.21E+06,7.148,2.56E+07,1.09E+06,1.70E+06,0.58684,0.493,0.022066
-118.36,34.009,0.48165,2.3425,2.21E+06,7.148,2.56E+07,1.09E+06,1.70E+06,0.58684,0.493,0.024573
-118.46,34.063,0.35613,1.8179,2.21E+06,7.148,2.56E+07,1.09E+06,1.70E+06,0.58684,0.493,0.042897
-118.43,34.001,0.18529,4.4029,2.21E+06,7.148,2.56E+07,1.09E+06,1.70E+06,0.58684,0.493,0.022295
-118.42,34.063,0.60206,2.5073,2.21E+06,7.148,2.56E+07,1.09E+06,1.70E+06,0.58684,0.493,0.04144
-118.48,34.086,0.49337,2.1115,2.21E+06,7.148,2.56E+07,1.09E+06,1.70E+06,0.58684,0.493,0.037902
-118.17,34.053,0.34412,2.5807,2.21E+06,7.148,2.56E+07,1.09E+06,1.70E+06,0.58684,0.493,0.020396
-118.22,34.088,0.50556,2.108,2.21E+06,7.148,2.56E+07,1.09E+06,1.70E+06,0.58684,0.493,0.041576
-118.23,34.004,0.3056,1.1623,2.21E+06,7.148,2.56E+07,1.09E+06,1.70E+06,0.58684,0.493,0.019321
-118.24,34.115,0.35302,1.691,2.21E+06,7.148,2.56E+07,1.09E+06,1.70E+06,0.58684,0.493,0.031441
-118.34,34.09,0.6939,2.2691,2.21E+06,7.148,2.56E+07,1.09E+06,1.70E+06,0.58684,0.493,0.046057
-118.44,34.089,0.60221,2.7458,2.21E+06,7.148,2.56E+07,1.09E+06,1.70E+06,0.58684,0.493,0.052196
-118.19,34.111,0.4095,1.3006,2.21E+06,7.148,2.56E+07,1.09E+06,1.70E+06,0.58684,0.493,0.014188
-118.3,34.082,0.315,4.2388,2.21E+06,7.148,2.56E+07,1.09E+06,1.70E+06,0.58684,0.493,0.020336
-118.18,34.037,0.20888,3.4779,2.21E+06,7.148,2.56E+07,1.09E+06,1.70E+06,0.58684,0.493,0.032496
-118.27,34.043,1.7804,1.0094,2.21E+06,7.148,2.56E+07,1.09E+06,1.70E+06,0.58684,0.493,0.015185
-118.28,34.005,0.43564,2.4706,2.21E+06,7.148,2.56E+07,1.09E+06,1.70E+06,0.58684,0.493,0.042672
-118.29,34.021,0.455,1.3458,2.21E+06,7.148,2.56E+07,1.09E+06,1.70E+06,0.58684,0.493,0.020724
-118.36,34.046,0.60221,4.5875,2.21E+06,7.148,2.56E+07,1.09E+06,1.70E+06,0.58684,0.493,0.060552
-118.48,34.249,0.67698,7.3799,2.21E+06,7.148,2.56E+07,1.09E+06,1.70E+06,0.58684,0.493,0.19787
-118.25,34.059,0.71842,1.2369,2.21E+06,7.148,2.56E+07,1.09E+06,1.70E+06,0.58684,0.493,0.022604
-118.44,34.068,0.66048,2.7251,2.21E+06,7.148,2.56E+07,1.09E+06,1.70E+06,0.58684,0.493,0.030597
-118.2,34.062,0.455,4.8348,2.21E+06,7.148,2.56E+07,1.09E+06,1.70E+06,0.58684,0.493,0.047096
